month,day,Daily_Temp,Daily_Precip,Daily_Humidity,Daily_Pressure,Daily_WindDir,Daily_WindSpeed,Daily_DNI,Daily_DHI,Daily_radiation
7,2,28.161538461538463,47.30769230769231,68.53846153846153,960.3461538461538,204.0,1.2307692307692308,351.53846153846155,218.53846153846155,476.0
12,9,31.376923076923077,17.599999999999998,22.153846153846157,960.1692307692308,170.84615384615384,1.1538461538461535,620.0,96.07692307692308,490.1538461538461
12,29,31.33076923076923,20.815384615384616,20.46153846153846,958.4461538461538,188.07692307692307,0.9076923076923078,156.46153846153845,245.53846153846155,357.3076923076923
2,6,33.02307692307692,14.3,13.307692307692308,960.0307692307692,154.0,0.8692307692307693,228.15384615384616,242.84615384615384,420.0
9,29,25.153846153846157,50.20769230769231,82.23076923076923,960.5307692307692,134.46153846153845,1.7000000000000002,74.84615384615384,240.23076923076923,309.15384615384613
6,18,27.73076923076923,46.41538461538461,67.61538461538461,962.9153846153846,155.0,2.0384615384615383,97.92307692307692,206.07692307692307,271.2307692307692
12,19,31.00769230769231,26.96923076923077,29.53846153846154,959.1846153846152,119.6153846153846,2.123076923076923,250.07692307692307,219.23076923076923,386.61538461538464
9,13,23.03846153846154,49.72307692307693,86.61538461538461,962.2230769230767,125.3846153846154,0.7846153846153846,42.84615384615385,282.61538461538464,323.0
10,24,24.71538461538461,49.62307692307692,83.92307692307692,960.8692307692309,187.6153846153846,1.376923076923077,14.0,123.53846153846152,126.53846153846152
11,7,29.700000000000003,26.32307692307692,51.30769230769231,959.0846153846154,154.30769230769232,1.0076923076923077,562.8461538461538,126.3846153846154,509.38461538461536
10,23,27.33076923076923,42.96153846153846,72.46153846153847,958.7615384615384,177.6153846153846,1.1153846153846154,243.23076923076923,228.84615384615384,408.0
11,3,30.058333333333334,30.325,33.25,960.4083333333332,90.91666666666669,3.45,507.1666666666667,169.5,529.4166666666666
1,24,30.73846153846154,6.984615384615385,6.846153846153846,961.1076923076924,74.0,4.2615384615384615,533.4615384615385,140.23076923076923,503.9230769230769
5,27,30.638461538461534,49.66153846153846,60.84615384615385,960.9769230769232,184.23076923076923,1.2384615384615385,140.07692307692307,241.3846153846154,367.5384615384616
1,30,32.52307692307692,9.053846153846154,7.923076923076923,961.6384615384616,184.6153846153846,1.492307692307692,461.3076923076923,177.0,492.9230769230769
8,23,24.246153846153845,46.76923076923077,85.92307692307692,961.9307692307692,270.53846153846155,2.523076923076923,0.3846153846153846,244.7692307692308,245.07692307692307
1,21,31.253846153846155,14.946153846153846,12.461538461538462,959.876923076923,99.6923076923077,2.3076923076923075,344.9230769230769,202.6153846153846,441.7692307692308
1,16,31.515384615384612,12.761538461538462,12.0,960.6076923076924,112.92307692307692,1.7461538461538462,386.2307692307692,191.07692307692307,452.7692307692308
9,9,23.946153846153848,48.97692307692308,86.84615384615384,963.5615384615384,226.84615384615384,1.907692307692308,176.07692307692307,295.9230769230769,438.0769230769231
4,23,30.56153846153846,39.64615384615384,58.30769230769231,959.2,199.7692307692308,1.9615384615384612,65.0,288.15384615384613,326.61538461538464
3,6,33.76153846153846,21.192307692307693,21.0,959.7307692307692,135.30769230769232,1.5846153846153848,343.0769230769231,216.15384615384616,495.61538461538464
9,23,25.17692307692308,44.0923076923077,84.23076923076923,962.3923076923076,207.3846153846154,1.5384615384615383,144.6153846153846,265.2307692307692,391.2307692307692
3,11,33.13846153846154,42.95384615384615,42.69230769230769,957.7923076923076,255.7692307692308,2.223076923076923,122.84615384615384,309.6923076923077,406.0769230769231
12,22,30.984615384615385,9.43846153846154,10.692307692307692,961.0692307692308,62.30769230769231,1.7999999999999998,630.0,102.0,496.2307692307692
11,27,31.22307692307692,17.092307692307692,25.692307692307693,959.3,84.84615384615384,1.623076923076923,619.3846153846154,103.46153846153848,502.46153846153845
5,18,30.21538461538461,47.13076923076923,61.46153846153846,961.0769230769232,252.23076923076923,2.2384615384615385,90.46153846153848,301.3076923076923,383.46153846153845
9,28,26.1,42.67692307692308,75.84615384615384,959.8461538461538,212.92307692307693,1.3923076923076925,330.0769230769231,229.0,468.9230769230769
11,1,28.553846153846152,35.56153846153846,61.23076923076923,959.623076923077,81.15384615384616,0.9615384615384616,429.6923076923077,173.3846153846154,482.1538461538461
8,18,23.96923076923077,51.51538461538462,89.0,960.3076923076924,248.3846153846154,2.0615384615384618,192.92307692307693,220.30769230769232,350.84615384615387
5,26,29.746153846153845,49.638461538461534,58.07692307692308,961.546153846154,146.92307692307693,1.492307692307692,206.84615384615384,276.0,440.6923076923077
3,13,32.76923076923077,40.53076923076923,40.07692307692308,957.546153846154,263.61538461538464,2.330769230769231,303.61538461538464,244.6153846153846,482.0769230769231
10,8,25.82307692307692,46.88461538461539,76.3076923076923,961.6,206.84615384615384,1.0384615384615383,213.0,194.53846153846155,372.61538461538464
8,1,24.72307692307692,50.5,85.53846153846153,963.3076923076924,248.92307692307693,2.1461538461538465,43.84615384615385,274.0769230769231,305.2307692307692
3,9,33.84615384615385,27.646153846153844,36.46153846153846,957.4230769230768,161.84615384615384,1.6846153846153844,394.0769230769231,215.6153846153846,508.9230769230769
4,13,33.669230769230765,35.84615384615385,34.23076923076923,959.2230769230767,227.07692307692307,1.3384615384615384,380.61538461538464,211.6153846153846,518.6153846153846
11,15,29.683333333333334,33.9,48.16666666666666,958.6833333333334,95.16666666666669,1.25,483.1666666666667,171.08333333333334,509.6666666666667
12,18,31.41538461538461,19.084615384615383,17.846153846153847,959.2923076923076,119.46153846153848,1.946153846153846,360.2307692307692,187.46153846153845,427.38461538461536
9,17,25.069230769230767,44.12307692307692,77.53846153846153,962.3307692307692,220.3846153846154,1.6307692307692307,197.84615384615384,240.30769230769232,420.2307692307692
12,10,31.807692307692307,20.96153846153846,25.76923076923077,960.2076923076924,153.07692307692307,1.276923076923077,566.5384615384615,106.6153846153846,478.38461538461536
1,7,31.26153846153846,25.23076923076923,20.23076923076923,959.3615384615384,106.3846153846154,1.9307692307692308,90.76923076923076,264.0769230769231,331.2307692307692
1,19,31.76923076923077,15.023076923076925,12.692307692307692,959.9461538461538,67.76923076923077,1.8923076923076925,460.0,157.6153846153846,472.3076923076923
12,1,30.43846153846154,19.07692307692308,23.923076923076923,959.7307692307692,122.6153846153846,1.7538461538461538,546.7692307692307,122.6153846153846,483.0769230769231
11,15,30.866666666666664,22.6,25.0,959.7416666666668,98.25,3.1833333333333336,570.1666666666666,144.16666666666666,532.75
10,13,26.23076923076923,41.83846153846154,81.38461538461539,960.5153846153846,207.30769230769232,1.4307692307692308,52.07692307692308,276.7692307692308,316.0
5,3,28.484615384615385,46.72307692307693,66.92307692307692,959.9769230769232,196.53846153846155,1.7153846153846155,146.84615384615384,297.7692307692308,414.6923076923077
7,4,24.62307692307693,47.23846153846154,76.84615384615384,963.4,230.23076923076923,1.1076923076923078,96.3076923076923,282.61538461538464,340.7692307692308
11,16,30.26153846153846,26.607692307692307,34.61538461538461,958.0307692307692,87.61538461538461,1.1615384615384614,561.0,115.6153846153846,497.46153846153845
1,10,31.33076923076923,9.315384615384614,12.307692307692308,958.7230769230767,114.0,2.3461538461538463,560.0,125.53846153846152,492.0769230769231
9,13,26.4,46.53846153846154,80.38461538461539,962.0,250.7692307692308,1.7846153846153845,179.69230769230768,296.7692307692308,433.6923076923077
11,8,29.661538461538463,22.315384615384616,48.76923076923077,959.2153846153846,103.0,1.5384615384615383,634.1538461538462,104.07692307692308,524.8461538461538
1,15,31.07692307692308,14.738461538461538,14.923076923076923,959.1615384615384,160.0,1.2923076923076924,410.3076923076923,182.6153846153846,460.2307692307692
4,19,33.01538461538461,34.43076923076923,34.23076923076923,958.4769230769232,226.46153846153845,2.4461538461538463,371.9230769230769,219.92307692307693,515.5384615384615
5,4,30.615384615384617,49.73846153846154,57.0,960.3846153846154,191.6153846153846,1.7461538461538462,8.307692307692308,264.53846153846155,268.6923076923077
4,14,34.51538461538461,32.0,31.923076923076923,958.9923076923076,163.0,1.7999999999999998,236.6153846153846,278.61538461538464,465.84615384615387
9,3,23.23846153846154,47.52307692307692,90.76923076923076,962.0769230769232,238.69230769230768,1.2230769230769232,85.53846153846153,233.53846153846155,297.61538461538464
4,28,32.49230769230769,40.57692307692308,50.0,960.7923076923076,239.46153846153845,1.5692307692307692,326.38461538461536,254.84615384615384,487.84615384615387
3,20,33.73076923076923,31.638461538461534,40.0,958.7615384615384,244.46153846153845,1.515384615384615,219.69230769230768,275.3076923076923,464.38461538461536
11,29,31.525,18.925,21.58333333333333,959.9916666666668,98.08333333333331,2.2666666666666666,629.9166666666666,120.91666666666669,527.75
3,30,34.215384615384615,35.04615384615385,43.53846153846154,957.3538461538462,189.46153846153845,1.2999999999999998,13.461538461538462,343.2307692307692,355.9230769230769
3,14,32.76923076923077,17.284615384615385,11.153846153846152,959.7692307692308,206.15384615384616,1.7384615384615385,161.6153846153846,289.61538461538464,430.46153846153845
1,26,30.584615384615383,7.315384615384615,8.307692307692308,961.4692307692308,91.92307692307692,1.4307692307692308,481.1538461538461,161.6153846153846,497.38461538461536
11,2,28.933333333333334,25.35,41.5,960.425,105.41666666666669,1.5916666666666668,143.41666666666666,279.3333333333333,392.3333333333333
7,11,23.26923076923077,50.96923076923077,87.46153846153847,962.2769230769233,250.53846153846155,1.1076923076923078,65.07692307692308,277.3076923076923,303.53846153846155
1,20,31.446153846153848,21.06153846153846,18.615384615384617,959.823076923077,102.46153846153848,1.9153846153846152,137.53846153846155,260.6923076923077,361.9230769230769
8,12,22.33076923076923,51.607692307692304,89.84615384615384,963.0307692307692,229.07692307692307,2.253846153846154,59.30769230769231,235.23076923076923,268.3076923076923
9,10,26.46923076923077,51.138461538461534,78.6923076923077,961.9,262.7692307692308,0.7769230769230769,73.84615384615384,266.0769230769231,307.9230769230769
2,7,33.00769230769231,20.03846153846154,11.153846153846152,960.3923076923076,99.3846153846154,1.6153846153846154,374.38461538461536,202.30769230769232,472.1538461538461
3,2,31.253846153846155,39.67692307692308,47.84615384615385,960.8076923076924,195.7692307692308,1.3923076923076925,44.0,314.61538461538464,351.15384615384613
4,1,32.4,43.5,50.07692307692308,958.7307692307692,219.69230769230768,2.176923076923077,61.84615384615385,309.7692307692308,368.2307692307692
6,28,25.95384615384615,47.22307692307693,72.61538461538461,962.823076923077,156.6153846153846,2.392307692307692,5.307692307692308,142.92307692307693,146.15384615384616
8,27,25.930769230769236,47.08461538461539,74.53846153846153,961.8923076923076,274.0,1.8846153846153848,258.15384615384613,253.0,458.1538461538461
5,5,31.976923076923075,41.784615384615385,52.30769230769231,960.2923076923076,145.3846153846154,1.1923076923076923,335.2307692307692,229.07692307692307,499.3076923076923
9,6,22.45384615384615,49.46153846153846,90.23076923076924,960.6615384615384,291.2307692307692,1.776923076923077,56.92307692307692,290.9230769230769,332.6923076923077
1,29,32.76153846153846,16.046153846153846,8.0,959.7153846153846,104.15384615384616,2.207692307692308,415.0,182.3846153846154,470.9230769230769
9,18,25.338461538461537,48.70769230769231,82.38461538461539,961.3307692307692,147.69230769230768,2.161538461538462,73.6923076923077,249.7692307692308,296.0
11,21,31.316666666666663,23.641666666666666,26.5,959.3333333333334,89.66666666666667,1.525,271.5,230.58333333333331,433.4166666666667
4,16,36.18461538461538,27.407692307692308,30.307692307692307,957.1846153846152,153.0,1.1615384615384614,351.7692307692308,236.3846153846154,511.3076923076923
4,21,30.91538461538461,41.33076923076923,55.15384615384615,960.3615384615384,261.2307692307692,1.907692307692308,100.07692307692308,334.3076923076923,410.0769230769231
3,1,33.88461538461539,29.76153846153846,25.53846153846154,958.8538461538462,177.6153846153846,1.5769230769230769,84.92307692307692,297.46153846153845,369.0769230769231
12,31,29.99230769230769,15.446153846153846,12.076923076923077,959.9461538461538,193.84615384615384,1.330769230769231,548.3846153846154,125.23076923076924,475.5384615384616
4,19,32.38461538461539,37.41538461538461,47.84615384615385,960.7615384615384,260.38461538461536,2.107692307692308,140.92307692307693,335.38461538461536,438.38461538461536
9,20,25.384615384615383,45.392307692307696,80.46153846153847,961.6923076923076,208.92307692307693,2.4384615384615382,210.30769230769232,213.53846153846155,380.3076923076923
3,15,33.57692307692308,12.4,10.692307692307692,958.7153846153846,197.07692307692307,1.5846153846153848,158.84615384615384,306.7692307692308,435.84615384615387
1,1,31.861538461538466,18.361538461538466,19.307692307692307,958.953846153846,116.0,1.6615384615384616,498.7692307692308,137.84615384615384,465.38461538461536
1,3,27.876923076923077,17.45384615384615,15.307692307692308,961.9692307692308,153.15384615384616,1.0692307692307692,424.1538461538461,167.30769230769232,448.0
10,1,25.33076923076923,42.52307692307692,77.61538461538461,960.2692307692308,264.2307692307692,1.4615384615384617,271.7692307692308,245.69230769230768,380.3076923076923
5,31,28.646153846153844,43.93846153846154,66.92307692307692,961.8923076923076,228.30769230769232,1.7384615384615385,134.46153846153845,309.53846153846155,402.84615384615387
4,6,32.57692307692308,41.715384615384615,47.15384615384615,959.7230769230767,210.0,2.5307692307692307,266.0,245.69230769230768,462.38461538461536
6,7,28.207692307692305,46.0923076923077,65.23076923076923,960.3,226.92307692307693,1.5230769230769232,380.0,201.69230769230768,494.6923076923077
8,8,23.553846153846152,52.13076923076923,89.6923076923077,963.1692307692308,218.23076923076923,1.7999999999999998,62.61538461538461,236.92307692307693,290.2307692307692
1,21,33.45384615384615,21.53076923076923,18.307692307692307,960.4692307692308,140.23076923076923,0.9846153846153848,184.23076923076923,253.46153846153845,383.46153846153845
3,8,33.57692307692308,38.6,34.76923076923077,959.623076923077,273.38461538461536,1.6,204.6153846153846,287.53846153846155,440.6923076923077
12,17,31.407692307692308,18.93076923076923,15.23076923076923,959.1461538461538,120.76923076923076,1.330769230769231,486.61538461538464,144.07692307692307,458.5384615384616
4,10,33.76923076923077,31.72307692307692,36.38461538461539,956.253846153846,194.92307692307693,1.0692307692307692,250.69230769230768,273.3076923076923,463.0769230769231
4,8,31.115384615384617,45.42307692307692,51.38461538461539,958.4615384615385,216.3846153846154,2.3,265.2307692307692,258.15384615384613,474.3076923076923
9,11,26.284615384615385,48.65384615384615,80.07692307692308,962.6153846153846,210.92307692307693,1.1615384615384614,89.6923076923077,250.46153846153845,306.9230769230769
3,29,33.95384615384615,19.838461538461537,14.846153846153848,958.8846153846154,110.0,1.669230769230769,86.92307692307692,317.53846153846155,399.3076923076923
3,5,33.646153846153844,14.63846153846154,11.461538461538462,957.8307692307692,118.92307692307692,2.3000000000000003,396.9230769230769,209.53846153846155,514.9230769230769
2,26,32.26153846153846,29.35384615384616,24.153846153846157,958.7384615384616,166.84615384615384,1.823076923076923,110.84615384615384,291.15384615384613,382.7692307692308
9,8,25.346153846153847,48.54615384615385,76.84615384615384,961.4,152.92307692307693,1.646153846153846,305.61538461538464,203.0,414.2307692307692
5,23,30.484615384615385,47.27692307692308,56.53846153846154,961.9615384615385,191.84615384615384,1.323076923076923,212.30769230769232,274.46153846153845,449.0769230769231
2,16,33.53846153846154,16.03846153846154,8.461538461538462,958.2230769230767,85.76923076923077,2.6153846153846154,470.5384615384616,169.46153846153845,511.9230769230769
5,17,28.846153846153847,42.98461538461538,62.15384615384615,960.4,214.15384615384616,2.0461538461538464,265.15384615384613,259.46153846153845,449.7692307692308
7,5,24.315384615384616,49.98461538461538,81.61538461538461,961.8846153846154,270.0,1.8384615384615384,194.53846153846155,276.53846153846155,396.6923076923077
9,20,26.53076923076923,44.76153846153846,75.15384615384616,961.0076923076924,247.0,1.2230769230769232,168.76923076923077,217.6153846153846,341.46153846153845
8,22,24.99230769230769,46.715384615384615,81.0,961.376923076923,251.7692307692308,1.2461538461538462,174.53846153846155,234.84615384615384,369.0769230769231
2,2,30.376923076923077,11.692307692307692,10.923076923076923,961.4846153846154,171.30769230769232,2.0538461538461537,419.61538461538464,186.30769230769232,484.7692307692308
12,29,30.207692307692305,12.569230769230767,12.153846153846152,959.123076923077,208.53846153846155,1.7307692307692308,519.8461538461538,137.69230769230768,471.0769230769231
4,2,34.15384615384615,15.63076923076923,10.0,959.4692307692308,122.3076923076923,2.176923076923077,304.7692307692308,248.69230769230768,503.1538461538461
10,29,24.861538461538466,46.26923076923077,74.15384615384616,959.8307692307692,153.23076923076923,1.1923076923076923,218.53846153846155,273.9230769230769,402.61538461538464
2,18,29.307692307692307,14.076923076923077,14.0,960.7307692307692,154.0,2.276923076923077,251.15384615384616,254.15384615384616,448.5384615384616
12,9,30.99230769230769,25.107692307692307,36.46153846153846,960.0846153846154,149.69230769230768,1.4076923076923078,332.9230769230769,202.53846153846155,413.46153846153845
3,31,33.13846153846154,41.25384615384615,48.84615384615385,957.9615384615385,261.9230769230769,1.669230769230769,14.615384615384617,342.0769230769231,351.9230769230769
8,19,24.253846153846155,49.79230769230769,86.38461538461539,961.546153846154,117.84615384615384,1.0846153846153843,277.2307692307692,220.07692307692307,460.0
10,12,27.45384615384615,35.46153846153846,70.61538461538461,960.0846153846154,264.7692307692308,1.2,163.69230769230768,299.46153846153845,415.6923076923077
7,19,23.22307692307692,51.15384615384615,89.07692307692308,961.5307692307692,228.84615384615384,2.230769230769231,99.84615384615384,248.92307692307693,313.2307692307692
7,17,23.76153846153846,50.107692307692304,85.76923076923077,962.8384615384616,241.69230769230768,1.669230769230769,26.923076923076923,163.53846153846155,172.3846153846154
10,4,23.57692307692308,47.53846153846154,87.61538461538461,959.9615384615385,119.6923076923077,2.8615384615384616,185.23076923076923,292.84615384615387,417.84615384615387
3,18,33.91538461538461,33.3,31.615384615384617,958.6615384615384,199.53846153846155,1.3692307692307693,153.3846153846154,321.53846153846155,429.7692307692308
8,20,23.653846153846157,51.52307692307692,91.84615384615384,959.0769230769232,256.3076923076923,2.1307692307692307,4.923076923076923,208.46153846153845,212.07692307692307
1,7,32.292307692307695,11.238461538461538,12.0,958.9153846153846,93.6923076923077,2.869230769230769,362.7692307692308,207.23076923076923,435.61538461538464
9,26,24.73076923076923,41.69230769230769,76.84615384615384,962.1307692307691,151.53846153846155,0.8538461538461538,250.92307692307693,275.38461538461536,428.3076923076923
3,18,31.62307692307693,40.8,47.0,958.2307692307692,237.92307692307693,1.9692307692307691,9.692307692307692,185.6153846153846,191.6153846153846
12,8,30.76153846153846,18.415384615384617,24.153846153846157,959.9923076923076,150.30769230769232,1.2076923076923076,617.6923076923077,100.6153846153846,488.6923076923077
8,11,24.115384615384617,41.53076923076923,76.46153846153847,962.8076923076924,227.84615384615384,2.4,185.84615384615384,207.3846153846154,361.38461538461536
3,1,34.06923076923077,16.138461538461538,10.23076923076923,957.2307692307692,114.3846153846154,2.376923076923077,405.1538461538461,199.30769230769232,512.2307692307693
7,13,24.56153846153846,49.38461538461539,82.07692307692308,962.623076923077,245.0,1.4153846153846157,47.46153846153846,296.0,332.9230769230769
6,9,26.03846153846154,47.07692307692308,73.15384615384616,960.5230769230768,181.53846153846155,1.3076923076923077,132.53846153846155,214.0,334.53846153846155
10,22,29.4,26.161538461538463,54.46153846153846,960.0846153846154,112.84615384615384,0.8,518.9230769230769,158.15384615384616,511.61538461538464
8,21,22.04615384615385,52.56153846153846,94.3076923076923,960.1076923076924,250.46153846153845,1.830769230769231,0.6153846153846154,238.30769230769232,238.7692307692308
9,22,27.153846153846157,44.95384615384615,76.76923076923077,960.7,227.53846153846155,1.1615384615384614,257.84615384615387,243.23076923076923,455.2307692307692
4,18,32.715384615384615,34.38461538461539,46.15384615384615,959.4615384615385,222.92307692307693,1.9384615384615385,97.84615384615384,324.15384615384613,411.1538461538461
3,2,34.07692307692308,19.307692307692307,12.76923076923077,957.7076923076924,96.53846153846152,3.869230769230769,233.6153846153846,268.6923076923077,448.6923076923077
6,3,27.57692307692308,44.8,75.38461538461539,961.5692307692308,219.46153846153845,1.7538461538461538,197.84615384615384,302.0,441.5384615384616
1,13,33.53846153846154,19.66923076923077,20.692307692307693,958.676923076923,110.6153846153846,1.553846153846154,455.0769230769231,161.0,460.38461538461536
2,6,31.53846153846154,16.338461538461537,9.846153846153848,960.7,167.07692307692307,1.5615384615384615,271.9230769230769,242.7692307692308,440.38461538461536
2,13,31.27692307692308,12.86923076923077,14.615384615384617,960.6153846153846,164.15384615384616,0.953846153846154,97.23076923076924,294.53846153846155,374.7692307692308
4,26,30.8,41.25384615384615,55.92307692307692,959.3461538461538,226.3846153846154,2.1923076923076925,219.7692307692308,243.23076923076923,412.3076923076923
12,11,30.146153846153844,22.407692307692308,24.846153846153847,960.123076923077,122.53846153846152,1.4769230769230768,543.6153846153846,123.53846153846152,470.6923076923077
12,3,31.116666666666664,15.716666666666669,18.666666666666668,960.5333333333332,136.41666666666666,1.45,505.6666666666667,169.41666666666666,499.6666666666667
3,6,34.646153846153844,30.27692307692308,16.307692307692307,958.323076923077,124.84615384615384,1.5384615384615383,224.53846153846155,264.9230769230769,440.38461538461536
3,10,33.95384615384615,28.200000000000003,36.53846153846154,957.2384615384616,196.07692307692307,1.2692307692307692,410.1538461538461,196.15384615384616,515.9230769230769
10,22,28.200000000000003,46.49230769230769,69.38461538461539,958.9461538461538,168.15384615384616,0.6307692307692307,287.2307692307692,222.7692307692308,446.2307692307692
2,20,33.80769230769231,19.784615384615385,14.076923076923077,957.7846153846154,113.15384615384616,1.5769230769230769,253.23076923076923,250.53846153846155,448.9230769230769
8,1,22.184615384615384,52.33076923076923,94.3846153846154,965.1153846153846,262.7692307692308,1.5461538461538462,0.0,138.3846153846154,138.3846153846154
12,13,31.63076923076923,29.62307692307693,29.846153846153847,958.676923076923,199.46153846153845,1.0384615384615383,511.2307692307692,129.0,459.0769230769231
1,6,31.0,25.77692307692308,18.07692307692308,959.6153846153846,114.07692307692308,1.546153846153846,187.69230769230768,233.3846153846154,369.0769230769231
10,2,24.584615384615383,44.74615384615385,77.92307692307692,960.046153846154,117.46153846153848,3.2,236.84615384615384,226.92307692307693,424.1538461538461
8,31,26.423076923076923,49.38461538461539,77.76923076923077,960.823076923077,213.7692307692308,0.8461538461538461,35.38461538461539,233.0,248.53846153846155
10,28,22.808333333333334,48.75833333333333,85.33333333333333,960.9583333333334,120.5,2.45,270.9166666666667,258.0833333333333,441.3333333333333
2,11,32.12307692307692,14.246153846153844,10.615384615384617,960.9,68.15384615384616,3.7,209.53846153846155,253.7692307692308,422.61538461538464
7,26,25.338461538461537,49.12307692307692,81.0,961.2,250.92307692307693,1.815384615384616,241.23076923076923,211.53846153846155,391.6923076923077
9,19,26.069230769230767,47.61538461538461,78.38461538461539,961.2923076923076,153.46153846153845,2.0,56.07692307692308,283.46153846153845,326.7692307692308
7,8,25.76923076923077,49.96153846153846,77.07692307692308,960.5,199.15384615384616,1.5,68.38461538461539,250.30769230769232,296.84615384615387
9,2,25.46923076923077,50.7,81.92307692307692,962.1,232.92307692307693,1.7846153846153845,221.15384615384616,251.30769230769232,435.0
6,23,25.59230769230769,47.34615384615385,75.07692307692308,962.1923076923076,124.6923076923077,1.9153846153846152,231.07692307692307,276.61538461538464,429.7692307692308
4,30,29.838461538461537,46.03076923076923,61.07692307692308,962.046153846154,227.15384615384616,2.4461538461538463,140.76923076923077,228.6153846153846,333.9230769230769
11,19,29.925,19.866666666666667,25.0,959.275,126.58333333333331,1.8166666666666669,491.9166666666667,177.33333333333334,509.4166666666667
3,7,33.52307692307692,29.138461538461534,16.076923076923077,958.5615384615384,115.0,1.5,142.84615384615384,287.0769230769231,394.1538461538461
9,28,24.05,49.475,85.5,960.9666666666668,226.83333333333331,1.5916666666666668,11.25,194.16666666666663,204.91666666666663
6,22,23.9,47.284615384615385,83.38461538461539,963.2692307692308,147.6153846153846,1.4692307692307691,18.23076923076923,101.3076923076923,105.76923076923076
6,18,24.82307692307692,47.138461538461534,81.23076923076923,962.7846153846154,167.0,1.2846153846153845,140.23076923076923,183.92307692307693,307.0
3,27,33.63846153846154,19.753846153846155,12.23076923076923,959.2,93.3846153846154,2.1923076923076925,169.92307692307693,294.61538461538464,438.7692307692308
7,13,25.376923076923077,50.284615384615385,81.15384615384616,960.623076923077,221.30769230769232,2.3846153846153846,85.53846153846153,280.61538461538464,357.61538461538464
7,10,22.700000000000003,49.26153846153846,90.84615384615384,961.6692307692308,259.53846153846155,2.0615384615384618,0.0,92.46153846153848,92.46153846153848
12,7,30.79230769230769,15.823076923076922,18.615384615384617,959.5,99.23076923076924,2.2,637.6923076923077,91.6923076923077,496.0
1,6,32.65384615384615,14.46923076923077,13.307692307692308,958.453846153846,99.3076923076923,2.715384615384615,586.1538461538462,114.15384615384616,489.0769230769231
10,31,30.275,22.46666666666667,38.0,959.725,85.33333333333333,1.5083333333333335,599.5833333333334,141.75,561.3333333333334
8,7,22.753846153846155,44.95384615384615,84.15384615384616,964.4923076923076,217.23076923076923,2.646153846153846,6.615384615384615,251.53846153846155,256.6923076923077
10,17,26.29230769230769,44.3,76.0,960.9846153846154,152.15384615384616,1.7615384615384615,325.61538461538464,220.30769230769232,434.7692307692308
1,12,31.807692307692307,12.307692307692308,12.076923076923077,959.7230769230767,134.23076923076923,1.0769230769230769,479.9230769230769,151.69230769230768,473.38461538461536
6,8,28.753846153846155,48.18461538461538,62.69230769230769,960.3307692307692,213.23076923076923,1.4230769230769231,168.84615384615384,215.53846153846155,337.0769230769231
2,10,32.03076923076923,19.384615384615383,15.0,961.8538461538462,88.0,2.6384615384615384,23.615384615384617,328.7692307692308,349.3076923076923
3,25,29.315384615384616,45.06153846153846,53.46153846153846,959.3692307692309,266.0769230769231,2.269230769230769,245.07692307692307,258.53846153846155,472.84615384615387
2,17,32.02307692307692,13.007692307692308,7.538461538461538,959.7769230769233,58.23076923076923,4.315384615384615,360.15384615384613,210.15384615384616,482.46153846153845
10,14,27.16923076923077,40.823076923076925,74.3076923076923,959.7384615384616,257.0769230769231,1.4384615384615385,298.15384615384613,245.69230769230768,454.3076923076923
